unicode_cp,unicode,kEH_AltSeq,kEH_Cat,kEH_Core,kEH_Desc,kEH_FVal,kEH_Func,kEH_HG,kEH_IFAO,kEH_JSesh,kEH_NoMirror,kEH_NoRotate,kEH_UniK
13B99,U+13B99,,F-09-003,,,,,F98,"153,12",F98,,,HJ F098
13B9A,U+13B9A,,F-09-004,C,"A sledge with the forepart of a horse, with one leg, with a rectangular block on the sledge.",ḫntš,Phonemogram,F98A,"153,13",F98A,,,HJ F098A
13B9B,U+13B9B,,F-09-005,C,"A sledge with the forepart of a horse, with two legs.",ḫntš,Phonemogram,F98D,"153,14",F98D,,,HJ F098D
13B9C,U+13B9C,,F-09-006,C,"A sledge with the forepart of a donkey/ass, with two legs, one raised, one bent backwards.",ḫntš,Phonemogram,F97B,"153,15",F97B,,,HJ F097B
13B9D,U+13B9D,,F-09-009,C,A sledge with the head of a horse.,ḫntš,Phonemogram,F98B,"154,3",F98B,,,HJ F098B
13B9E,U+13B9E,,F-09-010,,,,,F98E,,,,,F098E
13B9F,U+13B9F,,F-09-012,C,"A sledge with the head of a donkey/ass, with only one ear, angled forwards.",ḫntš,Phonemogram,,"154,5",,,,F098F
13BA0,U+13BA0,,F-09-014,C,"A sledge with the head of a horse, with the vertical lines of the sledge extending beyond the top line.",ḫntš,Phono-repeater,F98C,"154,7",F98C,,,HJ F098C
13BA1,U+13BA1,,F-10-001,C,The head of an elephant.,ꜣbw,Phonemogram,F100,,F100,,,HJ F100
13BA2,U+13BA2,,F-10-002,C,Head of a hyena.,ḥṯ.t,Classifier hyena,F80,,F80,,,HJ F080
13BA3,U+13BA3,,F-10-003,C,The head of an animal with the ears backwards.,nšn,Logogram (rage),,"148,13",,,,F003B
13BA4,U+13BA4,,F-11-007,C,"A palm branch, stripped of leaves and notched with a round notch (M4), written within the horns of a bovid (F13), on top of an alabaster basin with a diamond shaped inner marking (W3).",wp-rnp.t,Logogram (New Year's Day),F173,,F173,,,HJ F173
13BA5,U+13BA5,,F-11-009,C,"A palm branch, stripped of leaves, with multiple sharp notches (M4A), written within the horns of a bovid (F13). ",wp-rnp.t,Logogram (New Year's Day),F14A,"155,1",F14A,,,HJ F014A
13BA6,U+13BA6,,F-11-011,C,"A large sun disk (N5), written within the horns of a bovid (F13). ",wp,Phonemogram (commonly in wp-rnp.t),F102,"155,3",F102,,,HJ F102
13BA7,U+13BA7,,F-11-022,,,,,O44A,"322,7",O44A,,,HJ O044A
13BA8,U+13BA8,,F-11-035,,,,,F177,,F177,,,HJ F177
13BA9,U+13BA9,,F-11-037,C,"The horns of a bovid (ox), upside-down, enclosing a fire-drill in a piece of wood (U28).",rs-wḏꜣ,Logogram (the one who awakes whole),,,,,,F190
13BAA,U+13BAA,,F-12-001,C,The horns of a goat.,dmḏ,Phonemogram,F107,"155,10",F107,,,HJ F107
13BAB,U+13BAB,,F-12-002,C,"The horns of a goat, on a base resembling a half round loaf of bread (X1).",dmḏ,Phonemogram,F107A,"155,11",F107A,,,HJ F107A
13BAC,U+13BAC,,F-14-004,,,,,F18B,"156,15",F18B,,,HJ F018B
13BAD,U+13BAD,,F-14-005,,,,,F18A,"157,1",F18A,,,HJ F018A
13BAE,U+13BAE,,F-14-006,C,"A tusk, with vertical lines over the tusk.",mꜣꜥ,Logogram (to be true),,,,,,F187
13BAF,U+13BAF,,F-14-008,,,,,F112,,F112,,,HJ F112
13BB0,U+13BB0,,F-14-009,,,,,F121,,F121,,,HJ F121
13BB1,U+13BB1,,F-14-010,,,,,F122,,F122,,,HJ F122
13BB2,U+13BB2,,F-15-002,C,A lower jawbone of an animal with pointed teeth.,ꜥr,Classifier jaw,F19B,"157,3",F19B,,,HJ F019B
13BB3,U+13BB3,,F-16-003,C,"A tongue, with the stroke at the back pointing upwards.",ns,Phonemogram,F20B,"157,7",F20B,,,HJ F020B
13BB4,U+13BB4,,F-16-005,C,"A tongue, without a stroke at the back.",ns,Phonemogram,,"157,8",,,,F020D
13BB5,U+13BB5,,F-16-009,C,A wide tongue.,ns,Phonemogram,F20A,"157,14",F20A,,,HJ F020A
13BB6,U+13BB6,,F-17-006,C,"The ear of a bovid (ox), with internal detail.",,"Logogram to hear, to listen",F21A,"158,13",F21A,,,F021F
13BB7,U+13BB7,,F-18-002,C,"The hindquarters of a seated lion or leopard, on top of a standard used for carrying religious symbols (R12).",ḥkꜣ.w,Logogram (magic),F178,,F178,,,HJ F178
13BB8,U+13BB8,,F-19-001,C,"The leg and hoof of a bovid (ox), bent at the top.",sḳr,Phonemogram,F25A,"159,3",F25A,,,HJ F025A
13BB9,U+13BB9,,F-19-005,C,"The leg and hoof of a bovid (ox), foreleg nearly horizontal, thigh muscle widened.",mn.t,Classifier thigh,,"159,7",,,,F114B
13BBA,U+13BBA,,F-19-011,,,,,F115,"159,13",F115,,,HJ F115
13BBB,U+13BBB,,F-19-012,,The thigh of a bovid (ox).,,,F119,"159,14",F119,,,HJ F119
13BBC,U+13BBC,,F-19-017,C,"The leg and hoof of a bovid (ox), bent at the ankle.",sḳr,Phonemogram,F114,"160,5",F114,,,HJ F114
13BBD,U+13BBD,,F-19-018,C,"The leg and hoof of a bovid (ox), with a cross (Z9) written above it.",wḥm,Logogram (to repeat),,"160,7",,,,F025C
13BBE,U+13BBE,,F-19-019,C,The paw and foreleg of a lion.,nm,Phonemogram,F118,"160,8",F118,,,HJ F118
13BBF,U+13BBF,,F-19-020,C,"The leg of a chair or table, resembling the paw and foreleg of a lion.",nm,Phonemogram,,"160,9",,,,F025D
13BC0,U+13BC0,,F-19-023,C,A schematic representation of a lion's paw.,kꜣp (gb),Phonemogram,,"160,12",,,,F118E
13BC1,U+13BC1,,F-19-024,,,,,F118B,"160,13",F118B,,,HJ F118B
13BC2,U+13BC2,,F-19-025,C,"A lion's paw and foreleg, horizontally.",kꜣp,Phonemogram,F118C,"160,14",F118C,,,HJ F118C
13BC3,U+13BC3,,F-19-026,C,A lion's paw.,kꜣp,Phonemogram,F118A,"160,15",F118A,,,HJ F118A
13BC4,U+13BC4,,F-19-028,C,"The thigh of a bovid (ox), on top of a standard used for the carrying of religious symbols (R12).",ḫm,Logogram (Letopolis),F158A,,F158A,,,HJ F158A
13BC5,U+13BC5,,F-20-002,C,"A gray heron (Ardea cinerea) (G31), on top of the skin of a goat (F26).",bḫ,Phonemogram,F124,"161,3",F124,,,HJ F124
13BC6,U+13BC6,,F-20-004,C,"A human headed bird, with a flagellum (S45) on its shoulder (G53C), on top of the skin of a goat (F26).",bḫn,Phonemogram,,,,,,F124B
13BC7,U+13BC7,,F-20-007,C,Three triangles of skin with a tail.,pꜣ-mꞽw,Classifier animal,F27A,,F27A,,,HJ F027A
13BC8,U+13BC8,,F-20-008,C,"The skin of a cow, with the top of the skin a lot wider than the bottom, with the tail curved backwards.",m,Phonemogram,F27B,"161,6",F27B,,,HJ F027B
13BC9,U+13BC9,,F-20-010,C,"The skin of a cow, with downward ties at the sides, with the tail angled forwards.",ꜥw.t,Classifier animal,,,,,,F027C
13BCA,U+13BCA,,F-20-013,C,The skin of a leopard.,bꜣ,Classifier leopard skin,F125,"161,10",F125,,,HJ F125
13BCB,U+13BCB,,F-20-014,C,A hoof.,ꜥꜣg.t,Classifier hoof,F123,,F123,,,HJ F123
13BCC,U+13BCC,,F-20-017,C,"The skin of a cow, with the tail hanging straight down, about to be pierced by an arrow (T11A).",st,Phonemogram,F29C,"161,13",F29C,,,HJ F029C
13BCD,U+13BCD,,F-20-019,C,"The skin of a cow, with the tail hanging straight down, pierced by an arrow with rectangular fletching (T11A).",st,Phonemogram,,"161,15",,,,F029D
13BCE,U+13BCE,,F-20-027,C,"The body of a bird with the head replaced with a flower and stem, the stem curling backwards around a flower and long stem in a vase.",wt,Phonemogram,M223,"162,9",M223,,,HJ M223
13BCF,U+13BCF,,F-20-029,C,"The skin of a goat, wrapped around a pole.",ḫnt,Phonemogram,F127,,F127,,,HJ F127
13BD0,U+13BD0,,F-20-032,C,A water skin without ties at the opening.,šd,Phonemogram,F30A,"162,14",F30A,,,HJ F030A
13BD1,U+13BD1,,F-20-033,C,"A water skin without ties at the opening, and a loop at the back.",šd,Phonemogram,F30B,"162,15",F30B,,,HJ F030B
13BD2,U+13BD2,,F-20-034,C,A water skin with a carrying strap.,šd.w,"Logogram (skin, water skin)",,,,,,F030C
13BD3,U+13BD3,,F-20-040,C,"A simplified representation of three skins of foxes, tied together at the top.",ms,Phonemogram,,,,,,F031B
13BD4,U+13BD4,,F-21-001,C,"The udder of a cow, seen from the side.",pḥ.wy,Classifier back/end,F128,"163,5",F128,,,HJ F128
13BD5,U+13BD5,,F-21-004,C,"The udder and tail of an animal, seen from below, represented as a mace or spindle-like object.",ẖr,Phonemogram,,"163,8",,,Y,F032A
13BD6,U+13BD6,,F-22-002,C,A simplified form of the tail of an animal.,sd,Phono-repeater,F33B,"163,13",F33B,,,HJ F033B
13BD7,U+13BD7,,F-23-005,C,"A heart (F34), written inside a circle/oval.",ꜣbw,Phonemogram,F131,"164,5",F131,,,HJ F131
13BD8,U+13BD8,,F-23-007,C,A heart with downward hanging loops on either side.,mꜣ,Phonemogram,F132,"164,7",F132,,,HJ F132
13BD9,U+13BD9,,F-23-009,,,,,F132C,"164,9",F132C,,,HJ F132C
13BDA,U+13BDA,,F-23-012,C,"An oval, enclosed by a band which curves outwards at the ends.",mꜣṯ,Phonemogram,F132B,,F132B,,,HJ F132B
13BDB,U+13BDB,,F-23-013,C,"A heart (F34), written inside a brazier (Q7E).",ꜣbw,Phonemogram,F131B,,F131B,,,HJ F131B
13BDC,U+13BDC,,F-23-014,C,"A heart, with two downward hanging bands coming from the top.",mꜣṯ,Phonemogram,F132A,,F132A,,,HJ F132A
13BDD,U+13BDD,,F-24-001,C,"A windpipe and heart, with a double horizontal stroke at the top.",nfr,Phonemogram,,"164,10",,,,F035B
13BDE,U+13BDE,,F-24-005,C,"A windpipe and heart, without a horizontal stroke at the top.",nfr,Phonemogram,F35A,,F35A,,,HJ F035A
13BDF,U+13BDF,,F-24-007,C,"A windpipe and lungs, with a broad horizontal bar on top.",smꜣ,Phonemogram,,"165,1",,,,F036D
13BE0,U+13BE0,,F-24-023,C,"A windpipe and lungs (F36), with a flower written under the horizontal bar, on each side, with the stems crossing over the windpipe.",smꜣ,Phonemogram,R26A,"165,11",R26A,,,HJ R026A
13BE1,U+13BE1,,F-24-024,C,"A windpipe and lungs (F36), with a wide cup on each side of the lungs, from which two flowers, simple buds on the left, flowering buds on the right, one vertical, the other crossing the windpipe, come to angle downwards on top of the vertical flower on the other side.",smꜣ,Phonemogram,R26,"165,12",R26,,,R026D
13BE2,U+13BE2,,F-24-026,C,"A windpipe and lungs (F36), with a stem of papyrus with a flowering bud (M127) left of the windpipe and a stem of papyrus with a bud (M13) right of the windpipe, both beneath the horizontal bar.",smꜣ-tꜣ.wy,Logogram (who unites the two lands),R26B,"165,14",R26B,,,HJ R026B
13BE3,U+13BE3,,F-25-001,C,"A vertebra with a tall spine on top, seen lengthwise.",psḏ,Classifier (backbone),F172,"486,14",F172,,,HJ F172
13BE4,U+13BE4,,F-25-003,C,"A piece of spine with four vertebrae, angling forwards.",psḏ,"Classifier back, backbone",,"166,1",,,,F038E
13BE5,U+13BE5,,F-25-004,C,"A piece of spine with four vertebrae, angling forwards, with a horizontal line over the spines. ",psḏ,"Classifier back, backbone",F38B,,F38B,,,HJ F038B
13BE6,U+13BE6,,F-25-007,,"A spine with three ribs, connected to each other.",ꜥḏy.t,Classifier cutting/slaughter,F37C,"166,2",F37C,,,HJ F037C
13BE7,U+13BE7,,F-25-010,C,"A spine with four ribs, written at an angle, with a circle at either end of the spine.",mḥ,Phono-repeater,F37M,"166,5",F37M,,,HJ F037M
13BE8,U+13BE8,,F-25-012,C,A spine with three ribs.,šꜥd,Classifier cutting,,"166,11",,,,F037P
13BE9,U+13BE9,,F-25-020,C,"A spine with five ribs, written at an angle.",spꞽ,"Classifier shreds, pieces",F37F,,F37F,,,HJ F037F
13BEA,U+13BEA,,F-25-023,C,"A spine with six ribs, written at an angle.",mḥ,Phono-repeater,,,,,,F037Q
13BEB,U+13BEB,,F-25-027,,"A spine with four ribs, connected to each other.",tꜣy,Phonemogram,F37L,,F37L,,,HJ F037L
13BEC,U+13BEC,,F-25-035,C,"A spine, with the spinal cord hanging out at the backside, with three blocks at the bottom.",ꞽmꜣḫ,Phonemogram,,"167,4",F39A,,,F039A
13BED,U+13BED,,F-25-044,,,,,F40A,"167,13",F40A,,,HJ F040A
13BEE,U+13BEE,,F-25-049,C,"A spine with the spinal cord hanging out at either side, the vertebrae represented as a rectangle.",ꜣwꞽ,"Logogram (to be long, to stretch out)",F40E,"168,1",F40E,,,HJ F040E
13BEF,U+13BEF,,F-25-053,C,"A spine, with the spinal cord hanging out at either side, from the middle of the vertebrae.",ꜣwꞽ,"Logogram (to be long, to stretch out)",F40B,"168,4",F40B,,,HJ F040B
13BF0,U+13BF0,,F-26-003,C,"A stack of ribs, on top of an upside-down cone.",spr,Classifier rib (offering),F41C,"168,7",F41C,,,HJ F041C
13BF1,U+13BF1,,F-26-004,C,"A stack of ribs, written over an upside-down cone.",šꜥ.t,"Logogram (slaughter, evil)",F41B,"168,8",F41B,,,HJ F041B
13BF2,U+13BF2,,F-26-005,C,"A stack of ribs, written behind an upside-down cone.",šꜥ.t,"Logogram (slaughter, evil)",F41A,"168,9",F41A,,,HJ F041A
13BF3,U+13BF3,,F-26-008,C,A stack of ribs.,spr,Classifier rib (offering),F42B,"168,12",F42B,,,HJ F042B
13BF4,U+13BF4,,F-26-011,C,A vertebra.,,,,,,,,F043A
13BF5,U+13BF5,,F-26-015,C,"A representation of two ribs, written parallel (Aa15), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",ms,"Logogram (to bring, present, offer, go)",AA34,"475,13",Aa34,,,HJ AA034
13BF6,U+13BF6,,F-26-020,C,"A representation of two ribs, written parallel (Aa15) with the opening to the front, written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",m,"Phonemogram and classifier movement (in thm (to tread, to penetrate))",AA34A,,Aa34A,,,HJ AA034A
13BF7,U+13BF7,,F-27-007,C,"A leg-bone with meat, with sections of meat missing at the back.",ꞽwꜥ,Phono-repeater,F140,"169,7",F140,,,HJ F140
13BF8,U+13BF8,,F-27-008,C,A haunch of meat with an indentation at either side of the back.,mḏ-nfr,Classifier meat,F161,,F161,,,HJ F161
13BF9,U+13BF9,,F-27-009,C,"A leg bone with meat, angled with the bone forward, with a piece of meat missing at the front.",,,F141,"169,9",F141,,,HJ F141
13BFA,U+13BFA,,F-27-010,C,A leg-bone with meat (F44) on top of a wide cup (W10).,sḫn,Classifier offering meat,F142,,F142,,,HJ F142
13BFB,U+13BFB,,F-27-015,C,"A piece of meat, angled backwards, tapering of near the top.",ꞽ(w)n,Phonemogram,F113,"158,15",F113,,,HJ F113
13BFC,U+13BFC,,F-27-016,C,"A piece of meat, with a tapered end on either side.",ꜥ.t,Logogram (limb),F147,,F147,,,HJ F147
13BFD,U+13BFD,,F-28-008,C,"An intestine, in a rectangular form, opening at the front, with the internal line running from the left bottom corner to the top right corner.",dbn,Phonemogram,F46B,,F46B,,,HJ F046B
13BFE,U+13BFE,,F-28-009,C,"An intestine, with the opening to the top left (F46A), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",pẖr,Phonemogram (in m-pẖr),F144,"169,14",F144,,,HJ F144
13BFF,U+13BFF,,F-28-010,C,"An intestine, with the opening to the top right (F47A), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",pẖr,"Logogram (to go round, to turn round)",F144A,"169,15",F144A,,,HJ F144A
13C00,U+13C00,,F-28-011,C,"An intestine, with the opening to the bottom left (F47), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",pẖr,"Logogram (to go round, to turn round)",F144B,,F144B,,,HJ F144B
13C01,U+13C01,,F-30-004,C,"A pustule or gland, with a forward, downward dotted line of fluid issuing forth.",stꞽ,Classifier scent,AA3A,"473,5",Aa3A,,,HJ AA003A
13C02,U+13C02,,F-30-009,C,"A pustule or gland without blobs at the side, with a forward, downward dotted line of fluid issuing forth.",stꞽ,Classifier scent,AA3B,,Aa3B,,,HJ AA003B
13C03,U+13C03,,F-31-004,C,"A human placenta (a circle with multiple horizontal lines written within, which do not connect to the circle.",ḫ,Phonemogram,,,,,,AA001C
13C04,U+13C04,,F-31-005,C,A circle with a broad dot inside.,ḫ | ḫfty,Phonemogram or Classifier enemy,,,,,,AA001D
13C05,U+13C05,,F-32-001,C,A liver.,mꞽs.t,Classifier liver,D279,"170,12",D279,,,HJ D279
13C06,U+13C06,,F-32-002,,,,,F146,"170,13",F146,,,HJ F146
13C07,U+13C07,,F-32-005,C,A talon or fang.,wḫꜣ.w,Classifier (talons or fangs),F130,,F130,,,HJ F130
13C08,U+13C08,,F-32-006,C,"A vertebra, seen lengthwise.",bḳs.w,Classifier spine,F139,,F139,,,HJ F139
13C09,U+13C09,,F-32-008,C,"Some type of mat or bag, or woven material, representing an oval with two vertical lines coming from the top, which curve downwards.",tmꜣ,Phonemogram,AA52,"481,5",Aa52,,,HJ AA052
13C0A,U+13C0A,,F-32-010,C,"A loop in which the lines do not overlap, with conical end-pieces.",tm,Phonemogram,AA53,"481,7",Aa53,,,HJ AA053
13C0B,U+13C0B,,G-01-002,C,"An ostrich (Struthio camelus), with one wing downwards and one wing upwards.",nꞽw,Logogram (ostrich),G34A,"171,2",G34A,,,HJ G034A
13C0C,U+13C0C,,G-01-003,,,,,G228,"171,3",G228,,,HJ G228
13C0D,U+13C0D,,G-02-004,C,"A long-legged buzzard (Buteo rufinus), with a lappet.",,,G4A,"171,6",G4A,,,HJ G004A
13C0E,U+13C0E,,G-04-002,C,"A pintail duck (Anas acuta), with a dotted circle around its head.",sdꜣ,Logogram (to tremble),G68,"173,10",G68,,,HJ G068
13C0F,U+13C0F,,G-04-010,C,"A pintail duck (Anas acuta), written within a dotted oval/circle.",sd(ꜣ)d(ꜣ),Classifier to tremble,G68A,"174,4",G68A,,,HJ G068A
13C10,U+13C10,,G-04-012,C,"A pintail duck (Anas acuta), with a lappet.",b,Phonemogram (like in ḫsbd lapis-lazuli),G39A,,G39A,,,HJ G039A
13C11,U+13C11,,G-04-013,C,"A pintail duck (Anas acuta), with a lappet, with a flagellum over its shoulder.",bꜣ,Logogram (soul),,,,,,G039B
13C12,U+13C12,,G-04-014,,,,,G276,,G276,,,HJ G276
13C13,U+13C13,,G-04-015,C,"A pintail duck (Anas acuta), with the beak open.",ḥtm,Phono-repeater,,,,,,G276A
13C14,U+13C14,,G-04-022,C,"A feather (H6), in front of a pintail duck (G39)/goose (G38), on top of a base.",ḫntš,Phonemogram,,,,,,G330
13C15,U+13C15,,G-05-002,C,"A greater white-fronted goose (Anser albifrons), flying, with a wing at either side of its body (G40), on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A).",spꜣ,Logogram (Sepa),G40A,,G40A,,,HJ G040A
13C16,U+13C16,,G-05-004,C,"A greater white-fronted goose (Anser albifrons), standing, with a wing at either side of its body.",pꜣ(.yw),Phonemogram,G305,"174,8",G305,,,HJ G305
13C17,U+13C17,,G-05-005,C,"A greater white-fronted goose (Anser albifrons), flying, with a wing at either side of its body (G40), written within a dotted oval/circle.",sdꜣ(dꜣ),Logogram (to tremble),G72,"174,9",G72,,,HJ G072
